0;0.0;-180.0;-90.0;0.5
0;0.0;-180.0;-85.0;0.9
0;0.0;-180.0;-80.0;0.3
0;0.0;-180.0;-75.0;1.0
0;0.0;-180.0;-70.0;0.2
0;0.0;-180.0;-65.0;0.8
0;0.0;-180.0;-60.0;0.8
0;0.0;-180.0;-55.0;0.6
0;0.0;-180.0;-50.0;0.4
0;0.0;-180.0;-45.0;0.3
0;0.0;-180.0;-40.0;0.1
0;0.0;-180.0;-35.0;0.5
0;0.0;-180.0;-30.0;0.5
0;0.0;-180.0;-25.0;0.0
0;0.0;-180.0;-20.0;0.0
0;0.0;-180.0;-15.0;0.9
0;0.0;-180.0;-10.0;0.9
0;0.0;-180.0;-5.0;0.6
0;0.0;-180.0;0.0;0.3
0;0.0;-180.0;5.0;0.9
0;0.0;-180.0;10.0;0.3
0;0.0;-180.0;15.0;0.5
0;0.0;-180.0;20.0;0.9
0;0.0;-180.0;25.0;0.8
0;0.0;-180.0;30.0;0.5
0;0.0;-180.0;35.0;0.6
0;0.0;-180.0;40.0;0.9
0;0.0;-180.0;45.0;0.9
0;0.0;-180.0;50.0;0.6
0;0.0;-180.0;55.0;1.0
0;0.0;-180.0;60.0;0.0
0;0.0;-180.0;65.0;0.5
0;0.0;-180.0;70.0;0.6
0;0.0;-180.0;75.0;0.3
0;0.0;-180.0;80.0;0.2
0;0.0;-180.0;85.0;0.4
0;0.0;-180.0;90.0;0.2
0;0.0;-175.0;-90.0;1.0
0;0.0;-175.0;-85.0;0.4
0;0.0;-175.0;-80.0;0.6
0;0.0;-175.0;-75.0;0.9
0;0.0;-175.0;-70.0;0.3
0;0.0;-175.0;-65.0;0.7
0;0.0;-175.0;-60.0;0.4
0;0.0;-175.0;-55.0;0.1
0;0.0;-175.0;-50.0;0.8
0;0.0;-175.0;-45.0;0.9
0;0.0;-175.0;-40.0;0.8
0;0.0;-175.0;-35.0;0.5
0;0.0;-175.0;-30.0;0.6
0;0.0;-175.0;-25.0;0.3
0;0.0;-175.0;-20.0;0.3
0;0.0;-175.0;-15.0;0.1
0;0.0;-175.0;-10.0;0.8
0;0.0;-175.0;-5.0;0.6
0;0.0;-175.0;0.0;0.4
0;0.0;-175.0;5.0;0.8
0;0.0;-175.0;10.0;0.5
0;0.0;-175.0;15.0;0.2
0;0.0;-175.0;20.0;0.7
0;0.0;-175.0;25.0;0.7
0;0.0;-175.0;30.0;0.7
0;0.0;-175.0;35.0;0.4
